Date,Open,High,Low,Close,Adj Close,Volume
2018-05-01,138.288712,139.770554,133.747604,135.095596,106.046478,92898293
2018-06-01,136.166351,141.032501,131.405350,133.556412,106.002045,93932265
2018-07-01,132.198853,143.919693,132.122375,138.556412,109.970482,99321884
2018-08-01,138.393875,141.424469,135.755264,140.038239,111.146576,82838075
2018-09-01,139.560226,146.606125,138.441681,144.560226,115.975204,100277823
2018-10-01,145.038239,147.571701,109.072655,110.353729,88.532623,207205277
2018-11-01,110.420647,119.560226,109.502869,118.804970,95.312737,148237970
2018-12-01,120.143402,121.022942,101.281075,108.671127,88.293098,120921889
2019-01-01,107.084129,129.455063,106.778206,128.508606,104.410675,125924904
2019-02-01,129.034424,134.311661,126.309753,132.055450,107.292404,71610414
2019-03-01,133.183563,135.869980,127.705544,134.894836,110.876312,78122915
2019-04-01,135.286804,138.996170,130.267685,134.101334,110.224098,83886585
2019-05-01,134.369019,135.573608,121.271507,121.405357,99.788719,79011074
2019-06-01,121.510513,133.986618,121.472275,131.835571,109.648956,64163313
2019-07-01,133.460800,145.258133,133.011475,141.720840,117.870628,83848718
2019-08-01,142.351822,146.223709,123.164436,129.569794,107.764496,100678127
2019-09-01,128.919693,140.124283,127.466537,139.024857,116.990761,64655351
2019-10-01,139.187378,140.869980,125.143402,127.848946,107.586143,95625532
2019-11-01,128.585083,133.021027,126.912048,128.537292,108.165398,67751825
2019-12-01,128.537292,130.420654,124.942642,128.145309,109.109169,75159179
2020-01-01,129.063095,139.378586,127.342255,137.409180,116.996895,118459187
2020-02-01,137.906311,151.768646,120.803062,124.426384,105.942703,123581342
2020-03-01,125.000000,130.114716,86.577438,106.051628,91.240433,198819809
2020-04-01,101.682602,123.623329,99.923515,120.038239,103.273682,136705925
2020-05-01,117.772469,121.386230,106.892921,119.407265,102.730812,97154572
2020-06-01,119.158699,129.904404,110.783936,115.458893,100.666069,126567676
2020-07-01,114.980881,126.357552,110.133842,117.533463,102.474831,119434686
2020-08-01,118.068832,124.732315,116.778206,117.887192,102.783249,77439042
2020-09-01,117.447418,124.235184,111.357552,116.319313,102.744125,88369845
2020-10-01,116.978966,129.541107,101.261948,106.749519,94.291191,166434813
2020-11-01,107.695984,119.799232,106.271507,118.087952,104.306358,108438088
2020-12-01,118.451241,122.074570,116.367111,120.344170,107.840645,107553067
2021-01-01,120.315491,126.424477,112.198853,113.871895,102.040840,183999975
2021-02-01,114.627151,118.881454,112.925430,113.699806,101.886635,111617824
2021-03-01,115.057358,131.042068,113.537285,127.399620,115.688599,133852331
2021-04-01,127.877632,142.198853,124.646271,135.640533,123.171974,128573588
2021-05-01,137.485657,141.978973,134.722748,137.418732,124.786743,102542414
2021-06-01,138.623322,146.118546,136.749527,140.143402,128.682861,88332817
2021-07-01,140.497131,141.013382,130.219879,134.761002,123.740608,115710194
2021-08-01,135.229446,138.336517,131.175903,134.168259,123.196335,72891244
2021-09-01,133.824097,134.388138,126.940727,132.820267,123.362656,80160627
2021-10-01,134.799240,139.579346,119.139580,119.598473,111.082344,150725359
2021-11-01,119.550667,124.779999,114.559998,117.099998,108.761772,120104799
2021-12-01,118.250000,134.990005,116.559998,133.660004,125.799179,113968900
2022-01-01,134.070007,142.199997,124.190002,133.570007,125.714493,146976800
2022-02-01,133.759995,138.820007,118.809998,122.510002,115.304939,98534100
2022-03-01,122.669998,133.080002,120.699997,130.020004,123.847313,96571700
2022-04-01,129.660004,141.880005,124.910004,132.210007,125.933357,107684000
2022-05-01,133.000000,139.830002,125.800003,138.839996,132.248566,113226200
2022-06-01,139.669998,144.729996,132.850006,141.190002,136.118439,105811300
2022-07-01,141.000000,141.869995,125.129997,130.789993,126.091980,129791800
2022-08-01,130.750000,139.339996,128.399994,128.449997,123.836037,77419800
2022-09-01,128.399994,130.990005,118.610001,118.809998,115.985466,87265100
2022-10-01,120.160004,138.860001,115.550003,138.289993,135.002365,113478200
2022-11-01,138.250000,150.460007,133.970001,148.899994,145.360107,93661300
2022-12-01,149.979996,153.210007,137.199997,140.889999,139.180420,86424100
2023-01-01,141.100006,147.179993,132.979996,134.729996,133.095169,105575000
2023-02-01,134.490005,137.389999,128.860001,129.300003,127.731056,76080200
2023-03-01,128.899994,131.479996,121.709999,131.089996,131.089996,138236200
2023-04-01,130.970001,132.610001,130.320007,130.500000,130.500000,13172200
2023-04-06,132.160004,132.600006,130.315002,130.500000,130.500000,2949636
