Date,Open,High,Low,Close,Adj Close,Volume
2021-04-05,247.809998,255.990005,247.190002,255.850006,251.317352,70671800
2021-04-12,254.710007,261.000000,254.619995,260.739990,256.120667,124563200
2021-04-19,260.190002,261.779999,255.639999,261.149994,256.523438,114031400
2021-04-26,261.660004,263.190002,249.000000,252.179993,247.712326,169214700
2021-05-03,253.399994,254.350006,244.690002,252.460007,247.987381,127808000
2021-05-10,250.869995,251.729996,238.070007,248.149994,243.753738,153151300
2021-05-17,246.550003,248.330002,238.600006,245.169998,240.826523,114541800
2021-05-24,247.789993,252.940002,247.509995,249.679993,245.822937,99583800
2021-05-31,251.229996,251.649994,243.000000,250.789993,246.915817,93208800
2021-06-07,249.979996,258.489990,249.809998,257.890015,253.906128,107035100
2021-06-14,257.899994,262.299988,254.419998,259.429993,255.422333,129177100
2021-06-21,259.820007,267.850006,257.920013,265.019989,260.925964,117966900
2021-06-28,266.190002,278.000000,265.910004,277.649994,273.360901,104367600
2021-07-05,278.029999,280.690002,274.299988,277.940002,273.646423,103360900
2021-07-12,279.160004,284.100006,276.579987,280.750000,276.412964,116956500
2021-07-19,278.929993,289.989990,274.450012,289.670013,285.195190,129711800
2021-07-26,289.000000,290.149994,282.950012,284.910004,280.508728,129460200
2021-08-02,286.359985,289.630005,283.739990,289.459991,284.988373,80827200
2021-08-09,289.750000,292.899994,285.200012,292.850006,288.326050,81500400
2021-08-16,293.190002,305.839996,288.640015,304.359985,299.658234,135064000
2021-08-23,303.250000,305.649994,296.829987,299.720001,295.654846,101283900
2021-08-30,301.119995,305.190002,300.179993,301.140015,297.055603,92650700
2021-09-06,301.010010,302.140015,295.380005,295.709991,291.699280,71787600
2021-09-13,297.549988,305.320007,294.079987,299.869995,295.802826,134785900
2021-09-20,296.329987,300.899994,289.519989,299.350006,295.289856,120872700
2021-09-27,296.140015,296.470001,281.290009,289.100006,285.178894,155541500
2021-10-04,287.399994,296.640015,280.250000,294.850006,290.850922,122462500
2021-10-11,292.920013,304.450012,292.350006,304.209991,300.083954,113336700
2021-10-18,303.570007,311.089996,302.690002,309.160004,304.966858,91315900
2021-10-25,309.359985,332.000000,306.459991,331.619995,327.122192,159314400
2021-11-01,331.359985,338.790009,326.369995,336.059998,331.501953,121622700
2021-11-08,337.299988,338.720001,329.920013,336.720001,332.153015,108386100
2021-11-15,337.540009,345.100006,334.029999,343.109985,338.456329,101090100
2021-11-22,344.619995,349.670013,328.119995,329.679993,325.803467,107337200
2021-11-29,334.940002,339.279999,318.029999,323.010010,319.211914,177332000
2021-12-06,323.950012,343.000000,319.230011,342.540009,338.512268,146125400
2021-12-13,340.679993,343.790009,317.250000,323.799988,319.992615,191504300
2021-12-20,320.049988,336.390015,317.570007,334.690002,330.754547,97516400
