Date,Open,High,Low,Close,Adj Close,Volume
2021-04-05,306.339996,315.880005,305.500000,312.459991,312.459991,59737900
2021-04-12,311.049988,314.429993,301.950012,306.179993,306.179993,69957700
2021-04-19,305.010010,307.700012,296.040009,301.130005,301.130005,80125600
2021-04-26,303.339996,331.809998,301.109985,325.079987,325.079987,148248300
2021-05-03,326.170013,328.549988,313.119995,319.079987,319.079987,93258600
2021-05-10,314.350006,316.850006,298.190002,315.940002,315.940002,105129700
2021-05-17,313.549988,319.929993,303.570007,316.230011,316.230011,79951000
2021-05-24,318.209991,333.779999,318.029999,328.730011,328.730011,75084400
2021-05-31,330.149994,332.459991,323.480011,330.350006,330.350006,49320400
2021-06-07,329.480011,338.299988,328.549988,331.260010,331.260010,75273200
2021-06-14,331.899994,339.920013,328.720001,329.660004,329.660004,86111800
2021-06-21,331.089996,344.899994,327.649994,341.369995,341.369995,68424100
2021-06-28,342.459991,358.140015,341.769989,354.700012,354.700012,94339200
2021-07-05,356.500000,358.790009,342.559998,350.420013,350.420013,55132600
2021-07-12,351.230011,358.489990,340.140015,341.160004,341.160004,61176500
2021-07-19,337.570007,375.329987,334.500000,369.790009,369.790009,80756000
2021-07-26,369.579987,377.549988,352.940002,356.299988,356.299988,109696900
2021-08-02,358.100006,365.149994,347.700012,363.510010,363.510010,58939300
2021-08-09,363.760010,365.779999,357.109985,363.179993,363.179993,38035500
2021-08-16,362.519989,366.950012,351.000000,359.369995,359.369995,54295400
2021-08-23,359.440002,373.739990,359.100006,372.630005,372.630005,48969400
2021-08-30,372.559998,384.329987,370.519989,376.260010,376.260010,59802400
2021-09-06,375.880005,383.790009,373.149994,378.690002,378.690002,42509500
2021-09-13,381.679993,381.750000,361.589996,364.720001,364.720001,77911400
2021-09-20,359.299988,361.029999,340.690002,352.959991,352.959991,115875800
2021-09-27,349.809998,355.149994,338.149994,343.010010,343.010010,82820700
2021-10-04,335.529999,338.839996,322.700012,330.049988,330.049988,148959500
2021-10-11,327.630005,330.519989,317.369995,324.760010,324.760010,97027000
2021-10-18,328.950012,343.980011,321.109985,324.609985,324.609985,105589700
2021-10-25,320.299988,330.209991,308.109985,323.570007,323.570007,221901000
2021-11-01,326.040009,346.790009,323.200012,341.130005,341.130005,130026500
2021-11-08,344.420013,344.790009,325.510010,340.890015,340.890015,95562700
2021-11-15,344.339996,353.649994,335.299988,345.299988,345.299988,100836200
2021-11-22,349.049988,353.829987,331.899994,333.119995,333.119995,72658700
2021-11-29,336.890015,340.670013,299.500000,306.839996,306.839996,124237700
2021-12-06,308.130005,336.130005,306.339996,329.750000,329.750000,91897200
2021-12-13,330.950012,344.459991,323.980011,333.790009,333.790009,130738600
2021-12-20,329.779999,336.670013,322.529999,335.239990,335.239990,64770900
2021-12-27,338.850006,352.709991,336.269989,336.350006,336.350006,68643400
2022-01-03,338.299988,343.089996,322.720001,331.790009,331.790009,93785200
2022-01-10,325.309998,336.369995,315.429993,331.899994,331.899994,86939700
2022-01-17,323.290009,327.820007,303.040009,303.170013,303.170013,89096000
